Powers,Bands,Channels,Study,Session,Subject,Group,Normalize
0.04219386795051609,theta,P8,SRM,t1,001,SRM,1
0.08763203901166776,theta,PZ,SRM,t1,001,SRM,1
0.03644077096400091,theta,OZ,SRM,t1,001,SRM,1
0.08790475433714325,theta,P1,SRM,t1,001,SRM,1
0.06394786955248702,theta,C2,SRM,t1,001,SRM,1
0.05024607019941114,theta,PO7,SRM,t1,001,SRM,1
0.05971523669332722,theta,FC4,SRM,t1,001,SRM,1
0.06494788781184052,theta,FCZ,SRM,t1,001,SRM,1
0.07812399159883077,theta,P3,SRM,t1,001,SRM,1
0.08434960204147278,theta,F8,SRM,t1,001,SRM,1
0.08500384034754593,theta,F5,SRM,t1,001,SRM,1
0.1018685235488576,theta,C5,SRM,t1,001,SRM,1
0.06180511144021028,theta,AF3,SRM,t1,001,SRM,1
0.06262093705615093,theta,F4,SRM,t1,001,SRM,1
0.08405353684188456,theta,CP2,SRM,t1,001,SRM,1
0.08674160956599382,theta,FC5,SRM,t1,001,SRM,1
0.10840776175916718,theta,T8,SRM,t1,001,SRM,1
0.07322952122623658,theta,P5,SRM,t1,001,SRM,1
0.06620521646491871,theta,F6,SRM,t1,001,SRM,1
0.06336922420898328,theta,FC3,SRM,t1,001,SRM,1
0.06354368482092015,theta,F3,SRM,t1,001,SRM,1
0.06199953595924258,theta,FC2,SRM,t1,001,SRM,1
0.09777620676075607,theta,CP3,SRM,t1,001,SRM,1
0.07449699127816418,theta,CP1,SRM,t1,001,SRM,1
0.06820009186104851,theta,C4,SRM,t1,001,SRM,1
0.0369436278947696,theta,PO8,SRM,t1,001,SRM,1
0.0744605975124771,theta,FP2,SRM,t1,001,SRM,1
0.06564511459774243,theta,CZ,SRM,t1,001,SRM,1
0.3199715652489546,alpha-1,C1,SRM,t1,001,SRM,1
0.3502958965412266,alpha-1,POZ,SRM,t1,001,SRM,1
0.33746503716592996,alpha-1,AF4,SRM,t1,001,SRM,1
0.2463708084476301,alpha-1,CP4,SRM,t1,001,SRM,1
0.26650727113428363,alpha-1,FC6,SRM,t1,001,SRM,1
0.20076143835326177,alpha-1,C6,SRM,t1,001,SRM,1
0.35067030988372067,alpha-1,P6,SRM,t1,001,SRM,1
0.34884001805178516,alpha-1,PO3,SRM,t1,001,SRM,1
0.23313909613817235,alpha-1,T7,SRM,t1,001,SRM,1
0.41379524935304157,alpha-1,P7,SRM,t1,001,SRM,1
0.3571956465314873,alpha-1,TP7,SRM,t1,001,SRM,1
0.3919698930516387,alpha-1,O1,SRM,t1,001,SRM,1
0.26655227132318754,alpha-1,CP6,SRM,t1,001,SRM,1
0.2660491426822756,alpha-1,CP5,SRM,t1,001,SRM,1
0.34452559697276225,alpha-1,TP8,SRM,t1,001,SRM,1
0.3498763008554511,alpha-1,PO4,SRM,t1,001,SRM,1
0.3389507113210485,alpha-1,F2,SRM,t1,001,SRM,1
0.3799025113949304,alpha-1,O2,SRM,t1,001,SRM,1
0.2980728335287125,alpha-1,FC1,SRM,t1,001,SRM,1
0.24677000138486158,alpha-1,F7,SRM,t1,001,SRM,1
0.3053798916356907,alpha-1,P4,SRM,t1,001,SRM,1
0.2891471555071181,alpha-1,C3,SRM,t1,001,SRM,1
0.3321813124933266,alpha-1,CPZ,SRM,t1,001,SRM,1
0.33940432324488545,alpha-1,FZ,SRM,t1,001,SRM,1
0.32595784240357567,alpha-1,P2,SRM,t1,001,SRM,1
0.26650961697062414,alpha-1,FP1,SRM,t1,001,SRM,1
0.29686956101962625,alpha-1,FPZ,SRM,t1,001,SRM,1
0.32971870912376017,alpha-1,F1,SRM,t1,001,SRM,1
0.38882637456005403,alpha-1,P8,SRM,t1,001,SRM,1
0.34047523926121176,alpha-1,PZ,SRM,t1,001,SRM,1
0.3728566139220951,alpha-1,OZ,SRM,t1,001,SRM,1
0.29399356470079535,alpha-1,P1,SRM,t1,001,SRM,1
0.3428774263989524,alpha-1,C2,SRM,t1,001,SRM,1
0.39316559357505776,alpha-1,PO7,SRM,t1,001,SRM,1
0.3353976064201359,alpha-1,FC4,SRM,t1,001,SRM,1
0.3314244852149703,alpha-1,FCZ,SRM,t1,001,SRM,1
0.29742167715012113,alpha-1,P3,SRM,t1,001,SRM,1
0.25775105688736577,alpha-1,F8,SRM,t1,001,SRM,1
0.23319961565865202,alpha-1,F5,SRM,t1,001,SRM,1
0.21099785627949105,alpha-1,C5,SRM,t1,001,SRM,1
0.3282482187529237,alpha-1,AF3,SRM,t1,001,SRM,1
0.3364775651842279,alpha-1,F4,SRM,t1,001,SRM,1
0.307146975597916,alpha-1,CP2,SRM,t1,001,SRM,1
0.2530580500823577,alpha-1,FC5,SRM,t1,001,SRM,1
0.17773587476745883,alpha-1,T8,SRM,t1,001,SRM,1
0.35555469945184337,alpha-1,P5,SRM,t1,001,SRM,1
0.31669927889805144,alpha-1,F6,SRM,t1,001,SRM,1
0.2979259475449313,alpha-1,FC3,SRM,t1,001,SRM,1
0.31282768087103646,alpha-1,F3,SRM,t1,001,SRM,1
0.33436183464705804,alpha-1,FC2,SRM,t1,001,SRM,1
0.18352525732730224,alpha-1,CP3,SRM,t1,001,SRM,1
0.3008498191961499,alpha-1,CP1,SRM,t1,001,SRM,1
0.2839818420368422,alpha-1,C4,SRM,t1,001,SRM,1
0.3833279495310275,alpha-1,PO8,SRM,t1,001,SRM,1
0.26219079342021195,alpha-1,FP2,SRM,t1,001,SRM,1
0.338842109826056,alpha-1,CZ,SRM,t1,001,SRM,1
0.3588870883298214,alpha-2,C1,SRM,t1,001,SRM,1
0.39832215049361686,alpha-2,POZ,SRM,t1,001,SRM,1
0.3719844712380537,alpha-2,AF4,SRM,t1,001,SRM,1
0.26203185817090113,alpha-2,CP4,SRM,t1,001,SRM,1
0.30558047798669696,alpha-2,FC6,SRM,t1,001,SRM,1
0.2385529346237973,alpha-2,C6,SRM,t1,001,SRM,1
0.43017255387068626,alpha-2,P6,SRM,t1,001,SRM,1
0.3934380648657536,alpha-2,PO3,SRM,t1,001,SRM,1
0.16160972431234802,alpha-2,T7,SRM,t1,001,SRM,1
0.3150144447013538,alpha-2,P7,SRM,t1,001,SRM,1
0.19905851171636094,alpha-2,TP7,SRM,t1,001,SRM,1
0.4251015467925731,alpha-2,O1,SRM,t1,001,SRM,1
0.3112324008905513,alpha-2,CP6,SRM,t1,001,SRM,1
0.21230218532151515,alpha-2,CP5,SRM,t1,001,SRM,1
0.33759469358469013,alpha-2,TP8,SRM,t1,001,SRM,1
0.45757384960856756,alpha-2,PO4,SRM,t1,001,SRM,1
0.37696962957042424,alpha-2,F2,SRM,t1,001,SRM,1
0.46942487424906915,alpha-2,O2,SRM,t1,001,SRM,1
0.33851652621392025,alpha-2,FC1,SRM,t1,001,SRM,1
0.2616544007775556,alpha-2,F7,SRM,t1,001,SRM,1
0.3627136492528645,alpha-2,P4,SRM,t1,001,SRM,1
0.37349380138794025,alpha-2,C3,SRM,t1,001,SRM,1
0.3010339950106819,alpha-2,CPZ,SRM,t1,001,SRM,1
0.3758925061513018,alpha-2,FZ,SRM,t1,001,SRM,1
0.2863706408182766,alpha-2,P2,SRM,t1,001,SRM,1
0.2826498956975111,alpha-2,FP1,SRM,t1,001,SRM,1
0.3152914194406851,alpha-2,FPZ,SRM,t1,001,SRM,1
0.367038803434099,alpha-2,F1,SRM,t1,001,SRM,1
0.43504191472461784,alpha-2,P8,SRM,t1,001,SRM,1
0.2574770725259318,alpha-2,PZ,SRM,t1,001,SRM,1
0.4520901364960236,alpha-2,OZ,SRM,t1,001,SRM,1
0.26776414052920905,alpha-2,P1,SRM,t1,001,SRM,1
0.37136239249700026,alpha-2,C2,SRM,t1,001,SRM,1
0.38956883592573477,alpha-2,PO7,SRM,t1,001,SRM,1
0.3890150325326385,alpha-2,FC4,SRM,t1,001,SRM,1
0.3688775624561132,alpha-2,FCZ,SRM,t1,001,SRM,1
0.31088011970114326,alpha-2,P3,SRM,t1,001,SRM,1
0.27843793138469225,alpha-2,F8,SRM,t1,001,SRM,1
0.25464277574802074,alpha-2,F5,SRM,t1,001,SRM,1
0.22609932234403537,alpha-2,C5,SRM,t1,001,SRM,1
0.36425805986559034,alpha-2,AF3,SRM,t1,001,SRM,1
0.37505124886300023,alpha-2,F4,SRM,t1,001,SRM,1
0.272070624518474,alpha-2,CP2,SRM,t1,001,SRM,1
0.2935459549232075,alpha-2,FC5,SRM,t1,001,SRM,1
0.18184315979354448,alpha-2,T8,SRM,t1,001,SRM,1
0.3246897354546442,alpha-2,P5,SRM,t1,001,SRM,1
0.35326170281384156,alpha-2,F6,SRM,t1,001,SRM,1
0.35134962353684557,alpha-2,FC3,SRM,t1,001,SRM,1
0.3658789870755285,alpha-2,F3,SRM,t1,001,SRM,1
0.3792430943762586,alpha-2,FC2,SRM,t1,001,SRM,1
0.22377007062019652,alpha-2,CP3,SRM,t1,001,SRM,1
0.30651214243834846,alpha-2,CP1,SRM,t1,001,SRM,1
0.34329828799693285,alpha-2,C4,SRM,t1,001,SRM,1
0.46273540882872527,alpha-2,PO8,SRM,t1,001,SRM,1
0.2758322882478697,alpha-2,FP2,SRM,t1,001,SRM,1
0.361300555519227,alpha-2,CZ,SRM,t1,001,SRM,1
0.05415760512711379,beta1,C1,SRM,t1,001,SRM,1
0.07710262711501714,beta1,POZ,SRM,t1,001,SRM,1
0.058099875307055134,beta1,AF4,SRM,t1,001,SRM,1
0.10501128391000229,beta1,CP4,SRM,t1,001,SRM,1
0.08336390267332129,beta1,FC6,SRM,t1,001,SRM,1
0.10441213691413652,beta1,C6,SRM,t1,001,SRM,1
0.059650245767314126,beta1,P6,SRM,t1,001,SRM,1
0.07918342627245152,beta1,PO3,SRM,t1,001,SRM,1
0.10643276992260128,beta1,T7,SRM,t1,001,SRM,1
0.05949255070946383,beta1,P7,SRM,t1,001,SRM,1
0.08434695636613326,beta1,TP7,SRM,t1,001,SRM,1
0.04381023502333992,beta1,O1,SRM,t1,001,SRM,1
0.1026235680565102,beta1,CP6,SRM,t1,001,SRM,1
0.11497455949229078,beta1,CP5,SRM,t1,001,SRM,1
0.06609451115462663,beta1,TP8,SRM,t1,001,SRM,1
0.058284973235976534,beta1,PO4,SRM,t1,001,SRM,1
0.04970046446341155,beta1,F2,SRM,t1,001,SRM,1
0.03737057985109305,beta1,O2,SRM,t1,001,SRM,1
0.06685395558536594,beta1,FC1,SRM,t1,001,SRM,1
0.07381348216287967,beta1,F7,SRM,t1,001,SRM,1
0.08255325602089877,beta1,P4,SRM,t1,001,SRM,1
0.07521771649355664,beta1,C3,SRM,t1,001,SRM,1
0.05259757285414155,beta1,CPZ,SRM,t1,001,SRM,1
0.04847436822406933,beta1,FZ,SRM,t1,001,SRM,1
0.08732579128567262,beta1,P2,SRM,t1,001,SRM,1
0.06164322153835049,beta1,FP1,SRM,t1,001,SRM,1
0.056645819589197045,beta1,FPZ,SRM,t1,001,SRM,1
0.05646715392293071,beta1,F1,SRM,t1,001,SRM,1
0.04432356861682204,beta1,P8,SRM,t1,001,SRM,1
0.08214953037901779,beta1,PZ,SRM,t1,001,SRM,1
0.04444329880388299,beta1,OZ,SRM,t1,001,SRM,1
0.0987641311876326,beta1,P1,SRM,t1,001,SRM,1
0.045009844701121106,beta1,C2,SRM,t1,001,SRM,1
0.05099325060715664,beta1,PO7,SRM,t1,001,SRM,1
0.05768872701359171,beta1,FC4,SRM,t1,001,SRM,1
0.04560801799349314,beta1,FCZ,SRM,t1,001,SRM,1
0.10901367852358158,beta1,P3,SRM,t1,001,SRM,1
0.06753022276257988,beta1,F8,SRM,t1,001,SRM,1
0.09261819529047906,beta1,F5,SRM,t1,001,SRM,1
0.10705507254246384,beta1,C5,SRM,t1,001,SRM,1
0.06272919963891542,beta1,AF3,SRM,t1,001,SRM,1
0.056522266929454654,beta1,F4,SRM,t1,001,SRM,1
0.06365590566718816,beta1,CP2,SRM,t1,001,SRM,1
0.0864262205128148,beta1,FC5,SRM,t1,001,SRM,1
0.10949251131391413,beta1,T8,SRM,t1,001,SRM,1
0.08314446960204722,beta1,P5,SRM,t1,001,SRM,1
0.06757355765809273,beta1,F6,SRM,t1,001,SRM,1
0.07298652181795386,beta1,FC3,SRM,t1,001,SRM,1
0.06587771791985238,beta1,F3,SRM,t1,001,SRM,1
0.047906764460068835,beta1,FC2,SRM,t1,001,SRM,1
0.11736915912438635,beta1,CP3,SRM,t1,001,SRM,1
0.06476914989274865,beta1,CP1,SRM,t1,001,SRM,1
0.07084238192919304,beta1,C4,SRM,t1,001,SRM,1
0.038375641167692605,beta1,PO8,SRM,t1,001,SRM,1
0.08012000911610596,beta1,FP2,SRM,t1,001,SRM,1
0.0416961658094624,beta1,CZ,SRM,t1,001,SRM,1
0.01953214679760875,beta2,C1,SRM,t1,001,SRM,1
0.019318592200970007,beta2,POZ,SRM,t1,001,SRM,1
0.02163247772333575,beta2,AF4,SRM,t1,001,SRM,1
0.04210958190337221,beta2,CP4,SRM,t1,001,SRM,1
0.02794455486023479,beta2,FC6,SRM,t1,001,SRM,1
0.0350262086834075,beta2,C6,SRM,t1,001,SRM,1
0.02558256048126248,beta2,P6,SRM,t1,001,SRM,1
0.024137009686274587,beta2,PO3,SRM,t1,001,SRM,1
0.05007337783762726,beta2,T7,SRM,t1,001,SRM,1
0.03265391360002567,beta2,P7,SRM,t1,001,SRM,1
0.04212339820488272,beta2,TP7,SRM,t1,001,SRM,1
0.019688198164824634,beta2,O1,SRM,t1,001,SRM,1
0.041208442356351925,beta2,CP6,SRM,t1,001,SRM,1
0.047242465414294645,beta2,CP5,SRM,t1,001,SRM,1
0.032776079374479794,beta2,TP8,SRM,t1,001,SRM,1
0.019225330107988922,beta2,PO4,SRM,t1,001,SRM,1
0.01816663587764955,beta2,F2,SRM,t1,001,SRM,1
0.016040019577617304,beta2,O2,SRM,t1,001,SRM,1
0.020156863003031794,beta2,FC1,SRM,t1,001,SRM,1
0.02143917846042098,beta2,F7,SRM,t1,001,SRM,1
0.030795935353195355,beta2,P4,SRM,t1,001,SRM,1
0.02339757110100117,beta2,C3,SRM,t1,001,SRM,1
0.022701381495076847,beta2,CPZ,SRM,t1,001,SRM,1
0.017253159850866517,beta2,FZ,SRM,t1,001,SRM,1
0.02986553336922752,beta2,P2,SRM,t1,001,SRM,1
0.024399260825157143,beta2,FP1,SRM,t1,001,SRM,1
0.02062729448323683,beta2,FPZ,SRM,t1,001,SRM,1
0.018463078399784935,beta2,F1,SRM,t1,001,SRM,1
0.02259449383313469,beta2,P8,SRM,t1,001,SRM,1
0.025737541290557317,beta2,PZ,SRM,t1,001,SRM,1
0.01625905845506904,beta2,OZ,SRM,t1,001,SRM,1
0.0305466545168491,beta2,P1,SRM,t1,001,SRM,1
0.019677476738622128,beta2,C2,SRM,t1,001,SRM,1
0.02438742493077955,beta2,PO7,SRM,t1,001,SRM,1
0.019919460104389112,beta2,FC4,SRM,t1,001,SRM,1
0.017047914041509217,beta2,FCZ,SRM,t1,001,SRM,1
0.036622799614493246,beta2,P3,SRM,t1,001,SRM,1
0.023082938239151182,beta2,F8,SRM,t1,001,SRM,1
0.026781810516965213,beta2,F5,SRM,t1,001,SRM,1
0.036786277192294464,beta2,C5,SRM,t1,001,SRM,1
0.022696063386172038,beta2,AF3,SRM,t1,001,SRM,1
0.0202878087328515,beta2,F4,SRM,t1,001,SRM,1
0.027651361080643873,beta2,CP2,SRM,t1,001,SRM,1
0.025993667608632857,beta2,FC5,SRM,t1,001,SRM,1
0.039724642414014376,beta2,T8,SRM,t1,001,SRM,1
0.036571974430866586,beta2,P5,SRM,t1,001,SRM,1
0.0240192684064507,beta2,F6,SRM,t1,001,SRM,1
0.022017136214952767,beta2,FC3,SRM,t1,001,SRM,1
0.020130830521475414,beta2,F3,SRM,t1,001,SRM,1
0.017933001989382417,beta2,FC2,SRM,t1,001,SRM,1
0.03819471326459676,beta2,CP3,SRM,t1,001,SRM,1
0.026247342526873493,beta2,CP1,SRM,t1,001,SRM,1
0.02590703612773002,beta2,C4,SRM,t1,001,SRM,1
0.017860179437062,beta2,PO8,SRM,t1,001,SRM,1
0.04056524982263703,beta2,FP2,SRM,t1,001,SRM,1
0.018221689398747312,beta2,CZ,SRM,t1,001,SRM,1
0.01162201050027387,beta3,C1,SRM,t1,001,SRM,1
0.00950113285167134,beta3,POZ,SRM,t1,001,SRM,1
0.012296544928129016,beta3,AF4,SRM,t1,001,SRM,1
0.02374802065654503,beta3,CP4,SRM,t1,001,SRM,1
0.012714429877454228,beta3,FC6,SRM,t1,001,SRM,1
0.016796639818613207,beta3,C6,SRM,t1,001,SRM,1
0.013482343933908736,beta3,P6,SRM,t1,001,SRM,1
0.01307879891484604,beta3,PO3,SRM,t1,001,SRM,1
0.019685013809620025,beta3,T7,SRM,t1,001,SRM,1
0.016777216208450636,beta3,P7,SRM,t1,001,SRM,1
0.017886207533778627,beta3,TP7,SRM,t1,001,SRM,1
0.01192336595408123,beta3,O1,SRM,t1,001,SRM,1
0.020143310729458914,beta3,CP6,SRM,t1,001,SRM,1
0.0204394664645193,beta3,CP5,SRM,t1,001,SRM,1
0.016367013776151712,beta3,TP8,SRM,t1,001,SRM,1
0.008954231959233111,beta3,PO4,SRM,t1,001,SRM,1
0.010482232245957656,beta3,F2,SRM,t1,001,SRM,1
0.0086924333954472,beta3,O2,SRM,t1,001,SRM,1
0.01057376186901695,beta3,FC1,SRM,t1,001,SRM,1
0.01049275127682081,beta3,F7,SRM,t1,001,SRM,1
0.014919748521069512,beta3,P4,SRM,t1,001,SRM,1
0.012697884921252685,beta3,C3,SRM,t1,001,SRM,1
0.014890792559188003,beta3,CPZ,SRM,t1,001,SRM,1
0.0100753311360946,beta3,FZ,SRM,t1,001,SRM,1
0.015595084998757513,beta3,P2,SRM,t1,001,SRM,1
0.013182537137159537,beta3,FP1,SRM,t1,001,SRM,1
0.010355085603033009,beta3,FPZ,SRM,t1,001,SRM,1
0.01007239669585921,beta3,F1,SRM,t1,001,SRM,1
0.012494217634049003,beta3,P8,SRM,t1,001,SRM,1
0.014198814851178696,beta3,PZ,SRM,t1,001,SRM,1
0.009614147986327103,beta3,OZ,SRM,t1,001,SRM,1
0.016651851732149604,beta3,P1,SRM,t1,001,SRM,1
0.012497277768665155,beta3,C2,SRM,t1,001,SRM,1
0.014925937124280078,beta3,PO7,SRM,t1,001,SRM,1
0.011350829751999312,beta3,FC4,SRM,t1,001,SRM,1
0.010116843647829037,beta3,FCZ,SRM,t1,001,SRM,1
0.018721037137308376,beta3,P3,SRM,t1,001,SRM,1
0.011598115266694282,beta3,F8,SRM,t1,001,SRM,1
0.011994448507847517,beta3,F5,SRM,t1,001,SRM,1
0.01523402097318405,beta3,C5,SRM,t1,001,SRM,1
0.011184460015674219,beta3,AF3,SRM,t1,001,SRM,1
0.011055664423925459,beta3,F4,SRM,t1,001,SRM,1
0.0172723738402395,beta3,CP2,SRM,t1,001,SRM,1
0.011957234745373663,beta3,FC5,SRM,t1,001,SRM,1
0.018303259335964123,beta3,T8,SRM,t1,001,SRM,1
0.018760251399389104,beta3,P5,SRM,t1,001,SRM,1
0.01277533780841841,beta3,F6,SRM,t1,001,SRM,1
0.01081558136347774,beta3,FC3,SRM,t1,001,SRM,1
0.010334891447147103,beta3,F3,SRM,t1,001,SRM,1
0.010639785817763836,beta3,FC2,SRM,t1,001,SRM,1
0.018031653699202732,beta3,CP3,SRM,t1,001,SRM,1
0.016097255636075402,beta3,CP1,SRM,t1,001,SRM,1
0.01483786955086842,beta3,C4,SRM,t1,001,SRM,1
0.00956270434691259,beta3,PO8,SRM,t1,001,SRM,1
0.02041604910734488,beta3,FP2,SRM,t1,001,SRM,1
0.011408504565132415,beta3,CZ,SRM,t1,001,SRM,1
3.574181361692671e-05,gamma,C1,SRM,t1,001,SRM,1
3.730980158762181e-05,gamma,POZ,SRM,t1,001,SRM,1
2.306433601358048e-05,gamma,AF4,SRM,t1,001,SRM,1
4.481650322837168e-05,gamma,CP4,SRM,t1,001,SRM,1
3.9274049708148646e-05,gamma,FC6,SRM,t1,001,SRM,1
4.0438930592615054e-05,gamma,C6,SRM,t1,001,SRM,1
2.218487193058057e-05,gamma,P6,SRM,t1,001,SRM,1
3.063593150896702e-05,gamma,PO3,SRM,t1,001,SRM,1
5.015852288204188e-05,gamma,T7,SRM,t1,001,SRM,1
3.347376121305964e-05,gamma,P7,SRM,t1,001,SRM,1
3.769972556643331e-05,gamma,TP7,SRM,t1,001,SRM,1
3.012755563026704e-05,gamma,O1,SRM,t1,001,SRM,1
3.773387774877026e-05,gamma,CP6,SRM,t1,001,SRM,1
3.917260454994189e-05,gamma,CP5,SRM,t1,001,SRM,1
2.6647275667041763e-05,gamma,TP8,SRM,t1,001,SRM,1
2.643554690421778e-05,gamma,PO4,SRM,t1,001,SRM,1
2.243526124374072e-05,gamma,F2,SRM,t1,001,SRM,1
2.583320162220086e-05,gamma,O2,SRM,t1,001,SRM,1
3.95116623122914e-05,gamma,FC1,SRM,t1,001,SRM,1
4.408231644082976e-05,gamma,F7,SRM,t1,001,SRM,1
3.217334529367608e-05,gamma,P4,SRM,t1,001,SRM,1
4.3114854101928676e-05,gamma,C3,SRM,t1,001,SRM,1
3.604551757690381e-05,gamma,CPZ,SRM,t1,001,SRM,1
2.9130329310385825e-05,gamma,FZ,SRM,t1,001,SRM,1
4.355210402057291e-05,gamma,P2,SRM,t1,001,SRM,1
3.0307484330212312e-05,gamma,FP1,SRM,t1,001,SRM,1
2.7040219709996285e-05,gamma,FPZ,SRM,t1,001,SRM,1
3.330009397904685e-05,gamma,F1,SRM,t1,001,SRM,1
2.431787881454279e-05,gamma,P8,SRM,t1,001,SRM,1
4.212627464667001e-05,gamma,PZ,SRM,t1,001,SRM,1
2.8198917912689936e-05,gamma,OZ,SRM,t1,001,SRM,1
4.200167579778121e-05,gamma,P1,SRM,t1,001,SRM,1
3.0188537212961923e-05,gamma,C2,SRM,t1,001,SRM,1
3.330558080332599e-05,gamma,PO7,SRM,t1,001,SRM,1
2.8762965138258325e-05,gamma,FC4,SRM,t1,001,SRM,1
3.227254977879785e-05,gamma,FCZ,SRM,t1,001,SRM,1
3.401617976487403e-05,gamma,P3,SRM,t1,001,SRM,1
3.3485032740472695e-05,gamma,F8,SRM,t1,001,SRM,1
5.0026302927466706e-05,gamma,F5,SRM,t1,001,SRM,1
4.7008640970099555e-05,gamma,C5,SRM,t1,001,SRM,1
2.9847768561058387e-05,gamma,AF3,SRM,t1,001,SRM,1
2.372606483083471e-05,gamma,F4,SRM,t1,001,SRM,1
